To,From,type
RANBP2,ENO1,PPI
HSPA8,ENO1,PPI
DDX6,ENO1,PPI
DDX42,ENO1,PPI
DDX21,ENO1,PPI
IMPDH2,ENO1,PPI
TFIP11,ENO1,PPI
TXN,ENO1,PPI
DDX27,ENO1,PPI
RNF4,ENO1,PPI
SUMO2,ENO1,PPI
GPI,ENO1,PPI
HYOU1,ENO1,PPI
HUWE1,ENO1,PPI
LONP1,ENO1,PPI
DDX23,ENO1,PPI
CHD4,ENO1,PPI
SOD1,ENO1,PPI
NME2,ENO1,PPI
ATL2,ENO1,PPI
MLST8,ENO1,PPI
DDX24,ENO1,PPI
DDX39A,ENO1,PPI
HDAC1,ENO1,PPI
PGK1,ENO1,PPI
CHD4,WDR77,PPI
BUB1,WDR77,PPI
CCNA2,WDR77,PPI
TAF10,WDR77,PPI
CDK4,WDR77,PPI
TAF6L,WDR77,PPI
BPTF,WDR77,PPI
HNRNPR,WDR77,PPI
TAF8,WDR77,PPI
THOC1,WDR77,PPI
AK6,WDR77,PPI
SYMPK,WDR77,PPI
PPP1CB,WDR77,PPI
HDAC1,WDR77,PPI
RPS25,WDR77,PPI
RBBP6,WDR77,PPI
GRB2,WDR77,PPI
CDK2,WDR77,PPI
RIOK1,WDR77,PPI
MTOR,WDR77,PPI
NRAS,WDR77,PPI
SMARCE1,WDR77,PPI
RPL38,WDR77,PPI
TBP,WDR77,PPI
CREBBP,WDR77,PPI
RPL30,WDR77,PPI
TADA2B,WDR77,PPI
SUZ12,WDR77,PPI
PIK3CA,WDR77,PPI
ILF3,WDR77,PPI
LARP1,WDR77,PPI
HDAC3,WDR77,PPI
CSTF2,WDR77,PPI
TAF13,WDR77,PPI
PI4KA,WDR77,PPI
YEATS4,WDR77,PPI
ALYREF,WDR77,PPI
COPS8,WDR77,PPI
PCBP2,WDR77,PPI
HNRNPM,WDR77,PPI
RANBP2,WDR77,PPI
PPAN,WDR77,PPI
CHCHD2,WDR77,PPI
YWHAZ,WDR77,PPI
OSBP,WDR77,PPI
SMARCB1,WDR77,PPI
RPL28,WDR77,PPI
SDAD1,WDR77,PPI
KRAS,WDR77,PPI
DHX9,WDR77,PPI
BRD2,WDR77,PPI
SERBP1,WDR77,PPI
PRDM10,WDR77,PPI
ILF2,WDR77,PPI
ATR,WDR77,PPI
RPL10,WDR77,PPI
EP300,WDR77,PPI
CTR9,WDR77,PPI
TAF1,WDR77,PPI
PRDM1,WDR77,PPI
SRRT,WDR77,PPI
CCNB1,WDR77,PPI
ALDOA,WDR77,PPI
RBM14,WDR77,PPI
RBBP4,WDR77,PPI
BRD4,WDR77,PPI
PPIL1,WDR77,PPI
SMARCD1,WDR77,PPI
RPL26L1,WDR77,PPI
HNRNPH1,WDR77,PPI
TAF12,WDR77,PPI
SEC13,WDR77,PPI
SMG1,WDR77,PPI
MEN1,WDR77,PPI
COPS3,WDR77,PPI
CDK6,WDR77,PPI
MTA2,WDR77,PPI
PPP1R8,WDR77,PPI
CCNE2,WDR77,PPI
PRMT1,WDR77,PPI
PPP1CA,WDR77,PPI
PRMT5,WDR77,PPI
RBMX2,SYF2,PPI
SNRNP40,SYF2,PPI
DNAJA3,SYF2,PPI
SNRPB2,SYF2,PPI
TRA2B,SYF2,PPI
CDC40,SYF2,PPI
DHX38,SYF2,PPI
PLRG1,SYF2,PPI
CWC22,SYF2,PPI
ISY1,SYF2,PPI
BCAS2,SYF2,PPI
PPIL2,SYF2,PPI
DNAJA1,SYF2,PPI
RNF113A,SYF2,PPI
PPIAL4G,SYF2,PPI
BUD13,SYF2,PPI
DHX9,SYF2,PPI
MCM3,SYF2,PPI
PPIH,SYF2,PPI
TFIP11,SYF2,PPI
SF3B2,SYF2,PPI
RANBP2,SYF2,PPI
DNAJC11,SYF2,PPI
PPIA,SYF2,PPI
HNRNPC,SYF2,PPI
NKAP,SYF2,PPI
SRSF10,SYF2,PPI
HSPA8,SYF2,PPI
HNRNPM,SYF2,PPI
ZCRB1,SYF2,PPI
DNAJB11,SYF2,PPI
LSM5,SYF2,PPI
PPIL1,SYF2,PPI
PPIL4,SYF2,PPI
PRPF18,SYF2,PPI
DHX36,SYF2,PPI
ATL2,RPN2,PPI
CIT,RPN2,PPI
RBBP4,RPN2,PPI
PPP2R1A,RPN2,PPI
SEC61G,RPN2,PPI
PSMD4,RPN2,PPI
IRS2,RPN2,PPI
POU5F1B,RPN2,PPI
RNF4,RPN2,PPI
TCF3,RPN2,PPI
HSP90B1,RPN2,PPI
IRS1,RPN2,PPI
ALYREF,DDX55,PPI
CHD4,DDX55,PPI
DDX6,DDX55,PPI
DDX23,DDX55,PPI
DHX36,DDX55,PPI
RPL30,DDX55,PPI
POLR1B,DDX55,PPI
HNRNPC,DDX55,PPI
HSP90B1,DDX55,PPI
SYMPK,DDX55,PPI
PLRG1,DDX55,PPI
EIF3G,DDX55,PPI
DDX24,DDX55,PPI
PSMD13,DDX55,PPI
RSL1D1,DDX55,PPI
SERBP1,DDX55,PPI
GRSF1,DDX55,PPI
PPAN,DDX55,PPI
ZCRB1,DDX55,PPI
ILF2,DDX55,PPI
RPL10,DDX55,PPI
PES1,DDX55,PPI
PPIL1,DDX55,PPI
NOL12,DDX55,PPI
KIF14,DDX55,PPI
RPL26L1,DDX55,PPI
SDAD1,DDX55,PPI
PWP1,DDX55,PPI
SENP6,DDX55,PPI
DDX3X,DDX55,PPI
HNRNPR,DDX55,PPI
XRN1,DDX55,PPI
MRTO4,DDX55,PPI
UPF1,DDX55,PPI
NOP2,DDX55,PPI
SUMO2,DDX55,PPI
RPL9,DDX55,PPI
TTC4,DDX55,PPI
DDX27,DDX55,PPI
EIF4A1,DDX55,PPI
GNL3,DDX55,PPI
HNRNPU,DDX55,PPI
EIF4E,DDX55,PPI
KPNA2,DDX55,PPI
CNOT1,DDX55,PPI
SRSF10,DDX55,PPI
LSG1,DDX55,PPI
RRP12,DDX55,PPI
IPO7,DDX55,PPI
YBX1,DDX55,PPI
TRA2B,DDX55,PPI
GNL3L,DDX55,PPI
DHX38,DDX55,PPI
YWHAZ,DDX55,PPI
EWSR1,DDX55,PPI
CWC22,DDX55,PPI
RPF1,DDX55,PPI
ZC3H13,DDX55,PPI
IMP4,DDX55,PPI
DHX9,DDX55,PPI
PABPC1,DDX55,PPI
RPTOR,DDX55,PPI
EEF1G,DDX55,PPI
CBX1,NFYB,PPI
MAX,NFYB,PPI
EIF4A1,NFYB,PPI
SP1,NFYB,PPI
EP300,NFYB,PPI
TAF12,NFYB,PPI
BRD4,NFYB,PPI
SETDB1,NFYB,PPI
CREBBP,NFYB,PPI
SMARCA5,NFYB,PPI
TSPYL5,NFYB,PPI
INO80,NFYB,PPI
RBBP4,NFYB,PPI
CHD4,NFYB,PPI
BPTF,NFYB,PPI
ACTG1,NFYB,PPI
EP400,NFYB,PPI
TAF1,NFYB,PPI
WDR73,NFYB,PPI
BRD2,NFYB,PPI
HIRA,NFYB,PPI
MYC,NFYB,PPI
KDM5C,NFYB,PPI
SREBF2,NFYB,PPI
ORC1,NFYB,PPI
KAT5,NFYB,PPI
ING3,NFYB,PPI
DR1,NFYB,PPI
SRCAP,NFYB,PPI
SRBD1,NFYB,PPI
PHF12,NFYB,PPI
TBP,NFYB,PPI
SON,NFYB,PPI
HDAC1,NFYB,PPI
CCNB1,NFYB,PPI
NFYC,NFYB,PPI
CDK2,NFYB,PPI
SETD1A,NFYB,PPI
BUB1,NFYB,PPI
ACTR10,NFYB,PPI
CCNA2,NFYB,PPI
HMGB1,DDX39A,PPI
WTAP,DDX39A,PPI
PCID2,DDX39A,PPI
ZCRB1,DDX39A,PPI
EIF3G,DDX39A,PPI
PKM,DDX39A,PPI
PPAN,DDX39A,PPI
IMP4,DDX39A,PPI
GNL3L,DDX39A,PPI
PABPC1,DDX39A,PPI
ACTG1,DDX39A,PPI
DHX9,DDX39A,PPI
HNRNPC,DDX39A,PPI
RSL1D1,DDX39A,PPI
ZC3H13,DDX39A,PPI
PES1,DDX39A,PPI
RNF4,DDX39A,PPI
CDC40,DDX39A,PPI
RRP12,DDX39A,PPI
SRSF10,DDX39A,PPI
SMG1,DDX39A,PPI
RPL9,DDX39A,PPI
THOC1,DDX39A,PPI
PRPF40A,DDX39A,PPI
NOP2,DDX39A,PPI
EEF1G,DDX39A,PPI
DHX38,DDX39A,PPI
GNL3,DDX39A,PPI
LSM8,DDX39A,PPI
KPNA2,DDX39A,PPI
MRTO4,DDX39A,PPI
CWC22,DDX39A,PPI
SUMO2,DDX39A,PPI
RPTOR,DDX39A,PPI
YWHAZ,DDX39A,PPI
RPL30,DDX39A,PPI
WAC,DDX39A,PPI
RPL26L1,DDX39A,PPI
LSG1,DDX39A,PPI
TRA2B,DDX39A,PPI
SRRM1,DDX39A,PPI
UPF1,DDX39A,PPI
XRN1,DDX39A,PPI
IPO7,DDX39A,PPI
CNOT1,DDX39A,PPI
SRSF6,DDX39A,PPI
ALYREF,DDX39A,PPI
SERBP1,DDX39A,PPI
NCBP1,DDX39A,PPI
SYMPK,DDX39A,PPI
YBX1,DDX39A,PPI
EIF4E,DDX39A,PPI
RPF1,DDX39A,PPI
HSP90B1,DDX39A,PPI
CHD4,DDX39A,PPI
POLR1B,DDX39A,PPI
DHX36,DDX39A,PPI
TRAF2,BATF3,PPI
CBX1,BATF3,PPI
IRF4,BATF3,PPI
ATF4,BATF3,PPI
HDAC1,BATF3,PPI
HDAC3,BATF3,PPI
CIT,SRSF6,PPI
RBBP4,SRSF6,PPI
THOC1,SRSF6,PPI
PCBP1,SRSF6,PPI
ZCRB1,SRSF6,PPI
HNRNPH1,SRSF6,PPI
SRRM1,SRSF6,PPI
PLK4,SRSF6,PPI
RNF20,SRSF6,PPI
SYMPK,SRSF6,PPI
KIF14,SRSF6,PPI
TRA2B,SRSF6,PPI
ALYREF,SRSF6,PPI
GTF2F2,SRSF6,PPI
LSM5,SRSF6,PPI
YBX1,SRSF6,PPI
RBBP6,SRSF6,PPI
ZC3H13,SRSF6,PPI
EIF4E,SRSF6,PPI
PRPF40A,SRSF6,PPI
SART1,SRSF6,PPI
RPTOR,SRSF6,PPI
CSTF2,SRSF6,PPI
XRN1,SRSF6,PPI
SF3B2,SRSF6,PPI
DHX38,SRSF6,PPI
DHX36,SRSF6,PPI
NCBP1,SRSF6,PPI
CHD4,SRSF6,PPI
CDC40,SRSF6,PPI
RNF40,SRSF6,PPI
HNRNPC,SRSF6,PPI
KIF20A,SRSF6,PPI
PRMT1,SRSF6,PPI
SRSF10,SRSF6,PPI
WAC,SRSF6,PPI
DHX9,SRSF6,PPI
PPP6C,SRSF6,PPI
PPP1CA,SRSF6,PPI
DDX42,SRSF6,PPI
PPP1CB,SRSF6,PPI
PPP2CA,SRSF6,PPI
BRD4,SRSF6,PPI
TFIP11,ARMC7,PPI
ZCRB1,SYMPK,PPI
DDX42,SYMPK,PPI
EIF4E,SYMPK,PPI
YBX1,SYMPK,PPI
DDX46,SYMPK,PPI
CSTF2,SYMPK,PPI
NPAT,SYMPK,PPI
HSPA8,SYMPK,PPI
RNF4,SYMPK,PPI
SMARCB1,SYMPK,PPI
INO80,SYMPK,PPI
HNRNPC,SYMPK,PPI
NCBP1,SYMPK,PPI
DDX24,SYMPK,PPI
HNRNPM,SYMPK,PPI
SRCAP,SYMPK,PPI
POU5F1B,SYMPK,PPI
CIT,SYMPK,PPI
DHX38,SYMPK,PPI
UBR5,SYMPK,PPI
TAF5L,SYMPK,PPI
CDC40,SYMPK,PPI
DDX3X,SYMPK,PPI
DDX20,SYMPK,PPI
PRMT5,SYMPK,PPI
TAF1,SYMPK,PPI
DDX6,SYMPK,PPI
RPRD1B,SYMPK,PPI
CUL1,SYMPK,PPI
SRSF10,SYMPK,PPI
SRRM1,SYMPK,PPI
DDX59,SYMPK,PPI
PPP1CB,SYMPK,PPI
PCBP2,SYMPK,PPI
ALYREF,SYMPK,PPI
EIF4A1,SYMPK,PPI
RBBP6,SYMPK,PPI
EP400,SYMPK,PPI
CHD4,SYMPK,PPI
DDX27,SYMPK,PPI
TAF5,SYMPK,PPI
THOC1,SYMPK,PPI
DDX51,SYMPK,PPI
PPP6C,SYMPK,PPI
SMARCA5,SYMPK,PPI
WDR73,SYMPK,PPI
HSF1,SYMPK,PPI
PPP2CA,SYMPK,PPI
DDX23,SYMPK,PPI
DDX21,SYMPK,PPI
RBBP4,SYMPK,PPI
TRA2B,SYMPK,PPI
PPP1CA,SYMPK,PPI
CWC22,SNRPB2,PPI
SRRM1,SNRPB2,PPI
SNRNP40,SNRPB2,PPI
SRSF10,SNRPB2,PPI
SUMO2,SNRPB2,PPI
RBMX2,SNRPB2,PPI
EIF4E,SNRPB2,PPI
LSM5,SNRPB2,PPI
RNF113A,SNRPB2,PPI
SF3B2,SNRPB2,PPI
TXNL4B,SNRPB2,PPI
CDC40,SNRPB2,PPI
PPIH,SNRPB2,PPI
HNRNPC,SNRPB2,PPI
PRPF18,SNRPB2,PPI
DHX38,SNRPB2,PPI
NCBP1,SNRPB2,PPI
SKP2,SNRPB2,PPI
CIT,SNRPB2,PPI
WTAP,SNRPB2,PPI
SART1,SNRPB2,PPI
DDX42,SNRPB2,PPI
PRPF40A,SNRPB2,PPI
DHX36,SNRPB2,PPI
DDX46,SNRPB2,PPI
BUD13,SNRPB2,PPI
BCAS2,SNRPB2,PPI
DHX9,SNRPB2,PPI
ISY1,SNRPB2,PPI
PPIL1,SNRPB2,PPI
ZCRB1,SNRPB2,PPI
DDX23,SNRPB2,PPI
TFIP11,SNRPB2,PPI
LSM8,SNRPB2,PPI
PLRG1,SNRPB2,PPI
NKAP,SNRPB2,PPI
KIF14,SNRPB2,PPI
KIF20A,SNRPB2,PPI
PPP4R2,SNRPB2,PPI
TRA2B,SNRPB2,PPI
IPO7,SNRPB2,PPI
MTOR,TRAF2,PPI
UBE2L3,TRAF2,PPI
MIB1,TRAF2,PPI
HDAC1,TRAF2,PPI
RCC1,TRAF2,PPI
CDC42,TRAF2,PPI
HSPA8,TRAF2,PPI
HNRNPH1,TRAF2,PPI
IKBKB,TRAF2,PPI
CFLAR,TRAF2,PPI
USP7,TRAF2,PPI
ACTG1,TRAF2,PPI
GPS1,TRAF2,PPI
UBE2N,TRAF2,PPI
TXN,TRAF2,PPI
DNAJA1,TRAF2,PPI
COPS3,TRAF2,PPI
UXT,TRAF2,PPI
TAF8,YEATS4,PPI
MED21,YEATS4,PPI
TBP,YEATS4,PPI
GABPA,YEATS4,PPI
TAF1,YEATS4,PPI
MTOR,YEATS4,PPI
SRCAP,YEATS4,PPI
EP400,YEATS4,PPI
ACTR8,YEATS4,PPI
GTF2F2,YEATS4,PPI
EP300,YEATS4,PPI
TAF12,YEATS4,PPI
ACTG1,YEATS4,PPI
TAF6L,YEATS4,PPI
ACTR10,YEATS4,PPI
MED14,YEATS4,PPI
TADA2B,YEATS4,PPI
INO80,YEATS4,PPI
GTF2H4,YEATS4,PPI
EWSR1,YEATS4,PPI
MCRS1,YEATS4,PPI
BRD2,YEATS4,PPI
MED26,YEATS4,PPI
POLR1B,YEATS4,PPI
KAT5,YEATS4,PPI
BRD4,YEATS4,PPI
CREBBP,YEATS4,PPI
BPTF,YEATS4,PPI
GTF2A1,YEATS4,PPI
DR1,YEATS4,PPI
SMARCB1,YEATS4,PPI
CFDP1,YEATS4,PPI
ING3,YEATS4,PPI
ACTR2,YEATS4,PPI
TAF10,YEATS4,PPI
GTF2E1,YEATS4,PPI
GTF2E2,YEATS4,PPI
TAF5,YEATS4,PPI
ERCC3,YEATS4,PPI
MAX,YEATS4,PPI
TAF5L,YEATS4,PPI
MYC,YEATS4,PPI
KANSL3,YEATS4,PPI
DMAP1,YEATS4,PPI
TAF13,YEATS4,PPI
AK6,YEATS4,PPI
KIF14,YEATS4,PPI
EWSR1,LSM8,PPI
SART1,LSM8,PPI
XRN1,LSM8,PPI
RNF113A,LSM8,PPI
MTA2,LSM8,PPI
PRPF18,LSM8,PPI
DDX23,LSM8,PPI
CWC22,LSM8,PPI
CIT,LSM8,PPI
LSM5,LSM8,PPI
TBP,LSM8,PPI
HNRNPR,LSM8,PPI
PPP1CB,LSM8,PPI
PPIH,LSM8,PPI
RBMX2,LSM8,PPI
CSTF2,LSM8,PPI
PPP1CA,LSM8,PPI
SNRNP40,LSM8,PPI
TXNL4B,LSM8,PPI
UPF1,LSM8,PPI
BUD13,LSM8,PPI
DDX6,LSM8,PPI
ITSN2,LSM8,PPI
ACTR10,LSM8,PPI
SF3B2,LSM8,PPI
ACTG1,LSM8,PPI
ILF3,LSM8,PPI
LARP1,LSM8,PPI
NUP62,NCAPG,PPI
PDS5A,NCAPG,PPI
SMC3,NCAPG,PPI
NCAPD2,NCAPG,PPI
RBPJ,NCAPG,PPI
CCNB1,NCAPG,PPI
TCF3,NCAPG,PPI
TFIP11,MED17,PPI
MED23,MED17,PPI
RELA,MED17,PPI
MED1,MED17,PPI
CBX1,MED17,PPI
CCNC,MED17,PPI
HSF1,MED17,PPI
MED21,MED17,PPI
ZC3H13,MED17,PPI
BRD4,MED17,PPI
EP300,MED17,PPI
MED16,MED17,PPI
SUZ12,MED17,PPI
BCLAF1,MED17,PPI
MED14,MED17,PPI
SMARCD1,MED17,PPI
XRCC3,MED17,PPI
MED26,MED17,PPI
MED12,MED17,PPI
CREBBP,MED17,PPI
HSPA8,TSG101,PPI
GRB2,TSG101,PPI
EP300,TSG101,PPI
MDM2,TSG101,PPI
DDX6,TSG101,PPI
COPE,TSG101,PPI
KIF20A,TSG101,PPI
PABPC1,TSG101,PPI
NFKB2,TSG101,PPI
PDCD6,TSG101,PPI
YBX1,TSG101,PPI
DMAP1,TSG101,PPI
UPF1,TSG101,PPI
EWSR1,TSG101,PPI
LARP1,TSG101,PPI
EIF4A1,PPAN,PPI
IMP4,PPAN,PPI
DDX46,PPAN,PPI
DDX20,PPAN,PPI
NOP2,PPAN,PPI
DDX23,PPAN,PPI
PES1,PPAN,PPI
DDX24,PPAN,PPI
DDX3X,PPAN,PPI
KIF20A,PPAN,PPI
RPL30,PPAN,PPI
KIF14,PPAN,PPI
GNL3,PPAN,PPI
DDX21,PPAN,PPI
MRTO4,PPAN,PPI
DDX6,PPAN,PPI
NOL12,PPAN,PPI
DDX42,PPAN,PPI
GNL3L,PPAN,PPI
DDX27,PPAN,PPI
RPF1,PPAN,PPI
DDX59,PPAN,PPI
TOP1,PPAN,PPI
RRP12,PPAN,PPI
RSL1D1,PPAN,PPI
RPL26L1,PPAN,PPI
SENP6,PPAN,PPI
CIT,PPAN,PPI
DDX51,PPAN,PPI
CHD4,PPAN,PPI
DDX51,EIF3G,PPI
RANBP2,EIF3G,PPI
EIF3F,EIF3G,PPI
DDX24,EIF3G,PPI
DDX42,EIF3G,PPI
CSNK2B,EIF3G,PPI
EIF4E,EIF3G,PPI
DDX21,EIF3G,PPI
RPS25,EIF3G,PPI
SUMO2,EIF3G,PPI
TPT1,EIF3G,PPI
CHAF1A,EIF3G,PPI
DDX23,EIF3G,PPI
POT1,EIF3G,PPI
DDX20,EIF3G,PPI
KIF14,EIF3G,PPI
RPS21,EIF3G,PPI
TRA2B,EIF3G,PPI
DDX6,EIF3G,PPI
PELO,EIF3G,PPI
DDX59,EIF3G,PPI
EIF4A1,EIF3G,PPI
DDX27,EIF3G,PPI
TCF3,EIF3G,PPI
DDX46,EIF3G,PPI
DDX3X,EIF3G,PPI
HSP90B1,PPIL4,PPI
DAP3,PPIL4,PPI
LSM5,PPIL4,PPI
RNF113A,PPIL4,PPI
GNL3L,PPIL4,PPI
CWC22,PPIL4,PPI
PLRG1,PPIL4,PPI
TRA2B,PPIL4,PPI
CIAO1,PPIL4,PPI
GNL3,PPIL4,PPI
CDC40,PPIL4,PPI
SNRNP40,PPIL4,PPI
HNRNPC,PPIL4,PPI
SOD2,PPIL4,PPI
ZCRB1,PPIL4,PPI
RBMX2,PPIL4,PPI
LSG1,PPIL4,PPI
SRSF10,PPIL4,PPI
BUD13,PPIL4,PPI
CUL1,PPIL4,PPI
UBR5,PPIL4,PPI
RPL26L1,PPIL4,PPI
PPP2CA,PPIL4,PPI
BCAS2,PPIL4,PPI
SF3B2,PPIL4,PPI
XRCC3,PPIL4,PPI
CIT,PPIL4,PPI
USP7,PPIL4,PPI
DCTN3,THAP1,PPI
KIF20A,THAP1,PPI
OGT,THAP1,PPI
YY1,THAP1,PPI
NUP62,THAP1,PPI
RPS25,THAP1,PPI
SUMO2,ACTR10,PPI
PHF12,ACTR10,PPI
RAB6A,ACTR10,PPI
PI4KA,ACTR10,PPI
TUBB,ACTR10,PPI
PGK1,ACTR10,PPI
BRD4,ACTR10,PPI
ATR,ACTR10,PPI
MYC,ACTR10,PPI
CDC40,ACTR10,PPI
ARF6,ACTR10,PPI
ACTR2,ACTR10,PPI
TUBB8,ACTR10,PPI
SMG1,ACTR10,PPI
SRF,ACTR10,PPI
DDX6,ACTR10,PPI
HSPA8,ACTR10,PPI
RHOA,ACTR10,PPI
BPTF,ACTR10,PPI
TPT1,ACTR10,PPI
SMARCB1,ACTR10,PPI
SMARCD1,ACTR10,PPI
BRD2,ACTR10,PPI
ACTR8,ACTR10,PPI
CFL1,ACTR10,PPI
CFDP1,ACTR10,PPI
CENPE,ACTR10,PPI
GSPT1,ACTR10,PPI
DMAP1,ACTR10,PPI
INO80,ACTR10,PPI
DCTN3,ACTR10,PPI
SMARCA5,ACTR10,PPI
PIK3CA,ACTR10,PPI
EP300,ACTR10,PPI
SRCAP,ACTR10,PPI
RACGAP1,ACTR10,PPI
CIT,ACTR10,PPI
KIF18A,ACTR10,PPI
KAT5,ACTR10,PPI
EP400,ACTR10,PPI
CREBBP,ACTR10,PPI
MTOR,ACTR10,PPI
KIF20A,ACTR10,PPI
CHD4,ACTR10,PPI
EEF1G,ACTR10,PPI
ACTG1,ACTR10,PPI
GRSF1,PTCD3,PPI
MRPL49,PTCD3,PPI
NOL12,PTCD3,PPI
ATF4,PTCD3,PPI
YBX1,PTCD3,PPI
DAP3,PTCD3,PPI
TFAM,PTCD3,PPI
MRPS27,PTCD3,PPI
PPIL1,GRSF1,PPI
ILF2,GRSF1,PPI
ALG13,GRSF1,PPI
CHCHD2,GRSF1,PPI
KIF14,GRSF1,PPI
TRA2B,GRSF1,PPI
RPL28,GRSF1,PPI
DDX27,GRSF1,PPI
SRRM1,GRSF1,PPI
DDX21,GRSF1,PPI
PLRG1,GRSF1,PPI
CIT,GRSF1,PPI
DDX3X,GRSF1,PPI
DHX9,GRSF1,PPI
DAP3,GRSF1,PPI
SDHA,GRSF1,PPI
ILF3,GRSF1,PPI
DDX24,GRSF1,PPI
RSL1D1,GRSF1,PPI
MRPS27,GRSF1,PPI
TFAM,GRSF1,PPI
HNRNPR,GRSF1,PPI
MYC,GRSF1,PPI
DNAJA3,GRSF1,PPI
ALYREF,GRSF1,PPI
UPF1,GRSF1,PPI
BPTF,PI4KA,PPI
BRD2,PI4KA,PPI
TBP,PI4KA,PPI
TAF5L,PI4KA,PPI
ARF6,PI4KA,PPI
KRAS,PI4KA,PPI
ACTR2,PI4KA,PPI
ACTR8,PI4KA,PPI
DNM2,PI4KA,PPI
KIF14,PI4KA,PPI
RPTOR,PI4KA,PPI
YWHAZ,PI4KA,PPI
ACTG1,PI4KA,PPI
DMAP1,PI4KA,PPI
CREBBP,PI4KA,PPI
EP300,PI4KA,PPI
NRAS,PI4KA,PPI
AK6,PI4KA,PPI
ARF4,PI4KA,PPI
RHOA,PI4KA,PPI
CDC42,PI4KA,PPI
HSPA8,PI4KA,PPI
TAF10,PI4KA,PPI
RICTOR,PI4KA,PPI
TAF6L,PI4KA,PPI
TAF5,PI4KA,PPI
MLST8,PI4KA,PPI
TADA2B,PI4KA,PPI
KAT5,PI4KA,PPI
BRD4,PI4KA,PPI
TAF12,PI4KA,PPI
ING3,PI4KA,PPI
EEF1G,KRAS,PPI
BCL2L1,KRAS,PPI
EIF2B1,KRAS,PPI
RCC1,KRAS,PPI
ACTG1,KRAS,PPI
TFRC,KRAS,PPI
PDPK1,KRAS,PPI
CDC42,KRAS,PPI
CCND2,KRAS,PPI
RICTOR,KRAS,PPI
GSPT1,KRAS,PPI
ITSN2,KRAS,PPI
PTPN11,KRAS,PPI
HNRNPC,KRAS,PPI
MDM2,KRAS,PPI
GNL3L,KRAS,PPI
TPT1,KRAS,PPI
RHOA,KRAS,PPI
CCNE2,KRAS,PPI
PRMT5,KRAS,PPI
CDK2,KRAS,PPI
RPTOR,KRAS,PPI
PIK3CA,KRAS,PPI
COPG1,KRAS,PPI
CDK4,KRAS,PPI
IKBKB,KRAS,PPI
RELA,KRAS,PPI
SKP2,KRAS,PPI
AP1M1,KRAS,PPI
RAB6A,KRAS,PPI
MTOR,KRAS,PPI
EWSR1,KRAS,PPI
HSPA8,KRAS,PPI
BCL2,KRAS,PPI
ATR,KRAS,PPI
NRAS,KRAS,PPI
CDK6,KRAS,PPI
GART,KRAS,PPI
MIB1,KRAS,PPI
IGF1R,KRAS,PPI
GRB2,KRAS,PPI
CIT,KRAS,PPI
DHX9,KRAS,PPI
ARF6,KRAS,PPI
POLR1B,ELP3,PPI
CIT,ELP3,PPI
CIAO1,ELP3,PPI
PGK1,ELP3,PPI
YWHAZ,ELP3,PPI
EIF2B1,ELP3,PPI
ARIH1,ELP3,PPI
CENPA,ELP3,PPI
MYC,CCNB1,PPI
RUNX2,CCNB1,PPI
DDX3X,CCNB1,PPI
SP1,CCNB1,PPI
EEF1G,CCNB1,PPI
UBE2N,CCNB1,PPI
CCNE2,CCNB1,PPI
RAD9A,CCNB1,PPI
ATR,CCNB1,PPI
EP300,CCNB1,PPI
BUB1,CCNB1,PPI
HDAC1,CCNB1,PPI
KAT5,CCNB1,PPI
PTMA,CCNB1,PPI
PPP1CA,CCNB1,PPI
YWHAZ,CCNB1,PPI
CDK4,CCNB1,PPI
CCNH,CCNB1,PPI
CUL1,CCNB1,PPI
BCLAF1,CCNB1,PPI
CCNA2,CCNB1,PPI
RELA,CCNB1,PPI
BPTF,CCNB1,PPI
RHOA,CCNB1,PPI
TAF5L,CCNB1,PPI
SKA2,CCNB1,PPI
KPNA2,CCNB1,PPI
CDC42,CCNB1,PPI
CENPE,CCNB1,PPI
HSP90B1,CCNB1,PPI
SIN3A,CCNB1,PPI
CDK2,CCNB1,PPI
CDK6,CCNB1,PPI
RAD51,CCNB1,PPI
ORC1,CCNB1,PPI
PLK4,CCNB1,PPI
CCND2,CCNB1,PPI
MNAT1,CCNB1,PPI
KIF18A,CCNB1,PPI
SKP2,CCNB1,PPI
RPTOR,CCNB1,PPI
PPP1CB,CCNB1,PPI
USP37,CCNB1,PPI
TAF5,CCNB1,PPI
CBX1,VHL,PPI
COPS2,VHL,PPI
HUWE1,VHL,PPI
DNAJA3,VHL,PPI
SKP2,VHL,PPI
USP9X,VHL,PPI
NOB1,VHL,PPI
KAT5,VHL,PPI
NME2,VHL,PPI
THOC1,VHL,PPI
HSPA8,VHL,PPI
CREBBP,VHL,PPI
TPT1,VHL,PPI
BRD4,VHL,PPI
IKBKB,VHL,PPI
HDAC3,VHL,PPI
SON,VHL,PPI
PPP2CA,VHL,PPI
UXT,VHL,PPI
ILF3,VHL,PPI
SLC2A1,VHL,PPI
SP1,VHL,PPI
COPS8,VHL,PPI
E2F1,VHL,PPI
ARIH1,VHL,PPI
EXOSC8,VHL,PPI
CAD,VHL,PPI
GPS1,VHL,PPI
HDAC1,VHL,PPI
CUL1,VHL,PPI
HNRNPH1,VHL,PPI
EP300,VHL,PPI
BCL2L1,VHL,PPI
SYVN1,VHL,PPI
EEF1B2,VHL,PPI
COPS3,VHL,PPI
MYC,VHL,PPI
CCND2,CCNH,PPI
TAF5,CCNH,PPI
